codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,digit,factor2,factor3,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅✅,❌✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,3819,3298,pppppppp,input/codex/fizzbuzz_count/125.txt,[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""816""], [""1"", ""2002""], [""1"", ""2054""], [""2"", ""3300""], [""11"", ""13266""], [""172"", ""5332000""], [""308"", ""33330000""], [""3859"", ""3333300000""]]",[],[],[],fpffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""816""], [""1"", ""2002""], [""1"", ""2054""], [""2"", ""3300""], [""11"", ""13266""], [""172"", ""5332000""], [""308"", ""33330000""], [""3859"", ""3333300000""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""816""], [""1"", ""2002""], [""1"", ""2054""], [""2"", ""3300""], [""11"", ""13266""], [""172"", ""5332000""], [""308"", ""33330000""], [""3859"", ""3333300000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,13,50,pppppppp,input/codex/fizzbuzz_count/126.txt,[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""29"", ""5685""], [""461"", ""2285142""], [""835"", ""14284285""], [""10440"", ""1428557142""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""29"", ""5685""], [""461"", ""2285142""], [""835"", ""14284285""], [""10440"", ""1428557142""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""29"", ""5685""], [""461"", ""2285142""], [""835"", ""14284285""], [""10440"", ""1428557142""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,13,78,pppppppp,input/codex/fizzbuzz_count/127.txt,[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""361""], [""3"", ""546""], [""3"", ""554""], [""4"", ""709""], [""29"", ""1405""], [""461"", ""28009""], [""835"", ""70003""], [""10440"", ""700004""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""361""], [""3"", ""546""], [""3"", ""554""], [""4"", ""709""], [""29"", ""1405""], [""461"", ""28009""], [""835"", ""70003""], [""10440"", ""700004""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""361""], [""3"", ""546""], [""3"", ""554""], [""4"", ""709""], [""29"", ""1405""], [""461"", ""28009""], [""835"", ""70003""], [""10440"", ""700004""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,13,3298,pppppppp,input/codex/fizzbuzz_count/128.txt,[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""399""], [""3"", ""623""], [""3"", ""631""], [""4"", ""799""], [""29"", ""1599""], [""461"", ""31999""], [""835"", ""79999""], [""10440"", ""799999""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""399""], [""3"", ""623""], [""3"", ""631""], [""4"", ""799""], [""29"", ""1599""], [""461"", ""31999""], [""835"", ""79999""], [""10440"", ""799999""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""2""], [""3"", ""1""], [""4"", ""0""], [""29"", ""0""], [""461"", ""0""], [""835"", ""0""], [""10440"", ""0""]]","[[""3"", ""399""], [""3"", ""623""], [""3"", ""631""], [""4"", ""799""], [""29"", ""1599""], [""461"", ""31999""], [""835"", ""79999""], [""10440"", ""799999""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,11,50,pppppppp,input/codex/fizzbuzz_count/129.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""350""], [""4"", ""858""], [""4"", ""880""], [""5"", ""1414""], [""32"", ""5685""], [""488"", ""2285142""], [""888"", ""14284285""], [""11046"", ""1428557142""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""350""], [""4"", ""858""], [""4"", ""880""], [""5"", ""1414""], [""32"", ""5685""], [""488"", ""2285142""], [""888"", ""14284285""], [""11046"", ""1428557142""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""350""], [""4"", ""858""], [""4"", ""880""], [""5"", ""1414""], [""32"", ""5685""], [""488"", ""2285142""], [""888"", ""14284285""], [""11046"", ""1428557142""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,11,78,pppppppp,input/codex/fizzbuzz_count/130.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,11,3298,pppppppp,input/codex/fizzbuzz_count/131.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""1""], [""5"", ""0""], [""32"", ""0""], [""488"", ""0""], [""888"", ""0""], [""11046"", ""0""]]","[[""4"", ""361""], [""4"", ""557""], [""4"", ""564""], [""5"", ""711""], [""32"", ""1411""], [""488"", ""28011""], [""888"", ""70011""], [""11046"", ""700011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,3819,50,pppppppp,input/codex/fizzbuzz_count/132.txt,[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]",ffffffff,[],[],[],[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,3819,78,pppppppp,input/codex/fizzbuzz_count/133.txt,[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]",ffffffff,[],[],[],[],"[[""2"", ""7""], [""2"", ""11""], [""2"", ""11""], [""3"", ""14""], [""20"", ""28""], [""316"", ""572""], [""573"", ""1430""], [""7157"", ""14311""]]","[[""2"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""3"", ""4519""], [""20"", ""5219""], [""316"", ""31819""], [""573"", ""73819""], [""7157"", ""703819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,7,3819,3298,pppppppp,input/codex/fizzbuzz_count/134.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""3"", ""0""], [""20"", ""0""], [""316"", ""0""], [""573"", ""0""], [""7157"", ""0""]]","[[""2"", ""400""], [""2"", ""624""], [""2"", ""632""], [""3"", ""800""], [""20"", ""1600""], [""316"", ""28181""], [""573"", ""72362""], [""7157"", ""700706""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""3"", ""0""], [""20"", ""0""], [""316"", ""0""], [""573"", ""0""], [""7157"", ""0""]]","[[""2"", ""400""], [""2"", ""624""], [""2"", ""632""], [""3"", ""800""], [""20"", ""1600""], [""316"", ""28181""], [""573"", ""72362""], [""7157"", ""700706""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""3"", ""0""], [""20"", ""0""], [""316"", ""0""], [""573"", ""0""], [""7157"", ""0""]]","[[""2"", ""400""], [""2"", ""624""], [""2"", ""632""], [""3"", ""800""], [""20"", ""1600""], [""316"", ""28181""], [""573"", ""72362""], [""7157"", ""700706""]]"
✅✅✅✅✅✅✅✅,✅❌✅❌❌❌❌❌,✅❌❌❌❌❌❌❌,1,1837,13,50,pppppppp,input/codex/fizzbuzz_count/135.txt,[],"[[""1"", ""2""], [""2"", ""1""], [""11"", ""1""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""1""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]",[],[],[],pfpfffff,[],[],[],[],"[[""1"", ""2""], [""2"", ""1""], [""11"", ""1""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""1""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]",pfffffff,[],[],[],[],"[[""1"", ""2""], [""2"", ""1""], [""11"", ""1""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""1""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]"
✅✅✅✅✅✅✅✅,💀💀💀💀💀💀💀💀,❌❌❌❌❌❌❌❌,1,1837,13,78,pppppppp,input/codex/fizzbuzz_count/136.txt,[],[],"[[""1"", ""91850""], [""1"", ""143286""], [""1"", ""145123""], [""2"", ""183700""], [""11"", ""367400""], [""172"", ""7348000""], [""311"", ""18370000""], [""3872"", ""183700000""]]",[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],eeeeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""1"", ""91850""], [""1"", ""143286""], [""1"", ""145123""], [""2"", ""183700""], [""11"", ""367400""], [""172"", ""7348000""], [""311"", ""18370000""], [""3872"", ""183700000""]]",ffffffff,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""1"", ""91850""], [""1"", ""143286""], [""1"", ""145123""], [""2"", ""183700""], [""11"", ""367400""], [""172"", ""7348000""], [""311"", ""18370000""], [""3872"", ""183700000""]]"
✅✅✅✅✅✅✅✅,❌✅❌❌❌❌❌❌,✅❌❌❌❌❌❌❌,1,1837,13,3298,pppppppp,input/codex/fizzbuzz_count/137.txt,[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""2""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]",[],[],[],fpffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""2""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]",pfffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""1""], [""311"", ""1""], [""3872"", ""2""]]","[[""1"", ""3""], [""1"", ""3""], [""2"", ""5""], [""11"", ""21""], [""172"", ""8707""], [""311"", ""54431""], [""3872"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,1,1837,3819,50,pppppppp,input/codex/fizzbuzz_count/141.txt,[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,1,1837,3819,78,pppppppp,input/codex/fizzbuzz_count/142.txt,[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""5"", ""18370000""], [""43"", ""183700000""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""5"", ""18370000""], [""43"", ""183700000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""5"", ""18370000""], [""43"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,1,1837,3819,3298,pppppppp,input/codex/fizzbuzz_count/143.txt,[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""5"", ""0""], [""43"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""5"", ""54431""], [""43"", ""5443603""]]"
