inclusive,delim,example_input,input,expected,actual,result,result_emojis,model_input
True,space,1,88,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88','zzzvjqqyawupbnrwkhkjptqjgqkzkcgdrphjppwlstujwvnhrtjryvfvdalyntbqxnmwwyikxetouadacweskxrw',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,89,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89','cxrbcihtjswsisepewlezfyrzlwsmevtvwkchakrtdxhiuamfppqbumediknpcniiyxjjthdulorlajkyvkekphqm',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,90,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90','bzkbwhuidwaduugeldeqsloxjfznwkyetkcqwggfflrsyrldrrlksxlzxlxqwjmgriyobmjtfoxkjoobnymfueolok',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,91,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91','pqexfsqbdlanxfnggntzxvmlqqzbjzgvgrcetvwxslqiwxrxhochxvennoupbeqlvevjjupwbmgqfglwqgocsdxreev',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,92,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92','hfsmchpyziuymaunllnigoaxedokdrfbxxmkqtlkrgmvostxyfcxhsktmrppwavooivvsqgdswxrxulfolnmrmiopbzc',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,93,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93','cjqrjlpfuozteyjvdnjzhhlsgyaazvovatkcjfnrfaqwpzxskypmbrajxvffmwlzrhezkcgbqspbxgbmthzxtwqzyvafh',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,94,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94','cgznhwqkvwkndoguqlfstrimoipmbqnwewpvwmetaeigidlkibttxlmnoiponllttjnnpbhkvvucqzxrqqztkoxlqotjnk',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,95,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95','pxaepttkwfdbyvglkxnadllgfnqjcwigwakcksjvtwvnibnnleevfxeukskgoygtgeooybzqlczitiayckyfrgnazkqlpmv',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,96,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96','jjbzlcewdrbmcjjzcpytnjmuklkwauuztjjfjluxinqagymhaevwreydhucbhkxichbrtbolstcbtqgouuvlxrczumzeyexh',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,97,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97','tfydfilcmsnzmhyuftludliwtdnnfidupnvyzksbaoxwopfbmzphzabrbdzhfkoplnmzspnamwmfgschzluairiemjrcmcmir',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,98,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98','zahsfsnahftzrlqkuvnrliqkotdtjhvucmysmgtizgfnbfmcxqlombsxetcgdvivhsxtrmaxisrlmiqtaccsviqhwwstykwrci',f,❌,input/codeparrot/string_sequence/0.txt
True,space,1,99,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99','ujkdlmrckzsqtjjvtjirlmladmwnvfkbrdcggvuykdhfvdmjvkixnwnrzevwigdettdznbunqtnpnaebioyzotrcxeuadcqsjxg',f,❌,input/codeparrot/string_sequence/0.txt
True,space,100,0,'0','',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,1,'0 1','s',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,2,'0 1 2','cb',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,3,'0 1 2 3','esi',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,4,'0 1 2 3 4','lcam',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,5,'0 1 2 3 4 5','qlbok',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,6,'0 1 2 3 4 5 6','twedpd',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,7,'0 1 2 3 4 5 6 7','jjlznrx',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,8,'0 1 2 3 4 5 6 7 8','oyezvttp',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,9,'0 1 2 3 4 5 6 7 8 9','bqufhczfa',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,10,'0 1 2 3 4 5 6 7 8 9 10','nhkdrfticv',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,11,'0 1 2 3 4 5 6 7 8 9 10 11','xwiypkmlzmy',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,12,'0 1 2 3 4 5 6 7 8 9 10 11 12','rkeasshdorvw',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,13,'0 1 2 3 4 5 6 7 8 9 10 11 12 13','jffgmcntttulv',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,14,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14','uejuwioleilmev',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,15,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15','kwohactdvgjsrwa',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,16,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16','jobtbkwvaamvqdxp',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,17,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17','appzjvuvacwhgjhfi',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,18,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18','trovfekikftncrwukr',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,19,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19','ehnapeulzdfrbdmpudg',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,20,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20','owcsivrlyismlhxywhlx',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,21,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21','matijohlvqsnbqgtppxmi',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,22,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22','lfqhswkdkylyqrcdslzqhy',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,23,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23','sdcurnnnkspafqlbkkgglep',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,24,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24','smcwzcqlajllsduubdixzogc',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,25,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25','emyhyjygjqpfuttsyeidbqkes',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,26,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26','qhlrlcnfbphuodcrynerqzxtyr',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,27,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27','ftatsgnbzxbodqjkhwoyqsuhlzh',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,28,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28','owcvunusbxwokcbusxpaqqfrhkne',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,29,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29','esacplolagzhwneqlkakjtbmsjekq',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,30,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30','cbefqghbzuxgwvplcrapomcdwgndrz',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,31,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31','zvhpxwjoowabmzbjnuojmsxikouaqtt',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,32,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32','pfidabxjqswzjnzidcmcwtdipzinhlnh',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,33,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33','awoidkoiufgitaxenqothzvqqxlrrtxdz',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,34,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34','pafqovmbywecabbqpufhjtjicswumtmufy',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,35,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35','vcjraeelhgajwgsikolvgxwkaogiblmpgzj',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,36,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36','zmiuxtpfptcdrmrxeugtwsaibcrkwlbpvyic',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,37,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37','armqcooxfrxyxrkdxxuncmaflhhnnfckkxfob',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,38,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38','jldddvwamaivjugbygqxkacxxmksnoqhttczzy',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,39,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39','stpdyltfmekkzyxwxmyrukirkcttjoroepmvwwi',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,40,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40','ujtfsfnoazlafcbkdemfwselggbgpmfzncrqgqiq',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,41,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41','obgrtcmgvyecxwoawijwpthiobqppsxyebicfjfzx',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,42,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42','jqdsswazxejcgrpxjvkqjgqoretveksrxbcwcrdctm',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,43,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43','iggtuipdilgicfmbrnbjmicjylbygmhokfvjissvsuh',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,44,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44','oeoolzztuczoileuziehigvwbaspkqczlxszlyufgrue',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,45,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45','uecverpiuygbpqeqnlcawmpuypgwcaxquqpbrodwfxzxg',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,46,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46','nhvadgiwcroddmluwadmprunvlncwbrjmspjxgeludsulg',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,47,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47','suwymvgukqmyfawktbbgtqefkvniidhtegyhwutpeeronsc',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,48,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48','lpvetpgfzmikcapdyqbruddesthkriieipznceeubmqndeqe',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,49,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49','neecksmmpxzkdbhdlorzkzdbsusreixynultqquivdvwxaest',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,50,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50','jrchcfokjlnbyxsaeidixcqbfioqqjmfbufrrgxipmghgtxjgh',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,51,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51','oxcpyudcrxlvhawscfwqmbadvzwgnqunctskzdogmcczmxhfvsu',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,52,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52','kxljewxsvuyvspmjjyposbttuvwfoiblrazlmgrluoxencowsqcv',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,53,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53','gxfiaykmzrqoarkycefdrhyaqlusszodmowmtbddqmckvqlcxgifg',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,54,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54','pmjeffresyhwauevvwosuxdfvylsygezawijvimbnknvqseilnamte',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,55,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55','etdfxmthzbdhktyxyaszjpqboheoethkaraotdztnuaeqdycxqsojjk',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,56,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56','quzdjeorfyiusswvvdbfvzpoekopcylbeznweztncfznhipmqxwxwyyu',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,57,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57','eridfnbywtxqxawoikrtvdbybllunhpzzaxpjldnxkshwsgqbxlhiwkyz',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,58,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58','zedxgdkgbuduoslpixnhuxcwcudiuqgggmnjzlzdlceqxcnepigyqwxeln',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,59,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59','ziiyqfnqsvyhlgsavnyqnhaezjawjcfcyalymvnfxvnhmtfnryrbzbndpcc',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,60,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60','lmqsuaaslmroxgvqveegklpgakpgburoyzdqadaicogsacayrwlpjwegjvbd',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,61,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61','pzttlhfdigqkbyfsjgyfpouxaecruclwuuebgbfeftielmvqluywsikvtocad',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,62,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62','ttcbcmculnwhaaelrvhaafkptmonyggpxhjpcixdptbclckgjwwkcfalgvutdz',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,63,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63','zewbkuugjehrnadiwncraugfowpjsjyhesgawhfwsefcjuswakruvhgejuwsuft',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,64,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64','iqzlchkugjhhingcadlcciwcwefvrcirylkazrcqsjkfdtsdfufbcnxjhpsjkotj',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,65,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65','umabvprvapvertrbsdpzqsxtfvouccwfrjuwqgtstebuqxgvcdureayejhbnredja',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,66,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66','qllqhnzdkycrdddljimothwlkdennfbjiughrktxigopmzkchdvgtbfpwudlvwblzr',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,67,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67','jhktvrdvcjiwycbomebjnpxgrqvakayjyquqgjuonznebgcgbmywjolznxwztcniilz',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,68,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68','zlfnnwcwxlsgbuhrgoxsgbjqexhdglfwhufrypdpoxbjusyzbhvcyeqcwdehyramflpq',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,69,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69','suuoilzacpjtefzkubaojthnbwekjgvaasajxboxzxfhsdlkziwhijfijyygsfmtvgcws',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,70,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70','lbeuqamkvmqqqupqzhkbuntllaoytraiivtvwmgthsinwcpfernwetpeyqolietyenleet',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,71,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71','kssjbpprjnlpxjffacsbgguoloutjszkhtrbjoqmjrfpfoxvdmannuwwnruyhmlehtcysrq',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,72,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72','fdgxnkasrdyfmshvwbjsupkkygdetqnjzkxyaidsbgzsssuwmmwvnhddmwxtiysznqldokvr',f,❌,input/codeparrot/string_sequence/1.txt
True,space,100,73,'0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73','rkplrzhdsstkmnmjibenytrivdzlvljuojcdxlqtqluukxcqnfbhoalpannjtqgleoefzkdfe',f,❌,input/codeparrot/string_sequence/1.txt
